date,demand,price,promo_flag
2023-04-09,122.53333079913578,18.75611463781384,1
2023-04-10,104.06344883698861,18.131193581036673,0
2023-04-11,108.2482513723317,15.578976106950083,0
2023-04-12,121.62778938156514,17.00782930983056,0
2023-04-13,108.33841927110824,19.539551326844865,0
2023-04-14,117.0373983806465,17.593669765577296,0
2023-04-15,103.61126957256835,16.4438854214968,0
2023-04-16,109.3738634696402,19.01969791064822,0
2023-04-17,103.34857922119663,18.04248447323494,0
2023-04-18,108.16214636407848,18.91605239116618,0
2023-04-19,117.51682143940509,18.25396694017549,0
2023-04-20,96.89005654707012,18.399547308969733,0
2023-04-21,122.09262074861029,18.323407398171614,1
2023-04-22,112.42210768646665,18.591290649536802,0
2023-04-23,105.66442728033428,19.855544358844877,0
2023-04-24,98.74101578565194,18.810705068767348,0
2023-04-25,110.77285050557282,16.76992854572357,0
2023-04-26,105.84073084867745,18.391829212223126,0
2023-04-27,111.81350229272195,18.947984614482575,0
2023-04-28,109.99693321068123,18.997260645228916,0
2023-04-29,130.5010169452655,17.69411601355272,1
2023-04-30,115.63130143280566,18.9676555561505,1
2023-05-01,101.21226413849578,18.778193919640966,0
2023-05-02,110.68333145383696,20.094313949575785,0
2023-05-03,110.85281603277235,17.43659861100119,0
2023-05-04,119.80494399692003,17.630979538879657,0
2023-05-05,115.4458711143779,17.792304761232035,0
2023-05-06,119.44847806156882,17.64532227996898,1
2023-05-07,120.12350710423468,17.325783400189117,0
2023-05-08,98.7256565943355,15.827959595461005,0
2023-05-09,102.93158666442092,17.69064042102149,0
2023-05-10,108.44604974440811,18.334186447759922,1
2023-05-11,104.54451867632815,17.644422523595274,0
2023-05-12,96.44919164689034,19.587604946823287,0
2023-05-13,112.3389798303261,18.05030065017269,0
2023-05-14,113.27055497384998,19.07272324414731,1
2023-05-15,95.06798986095066,18.249336330183972,0
2023-05-16,98.49151843206943,18.70162584791461,0
2023-05-17,108.9016490531208,18.26419324314685,0
2023-05-18,120.87168474529861,19.13612770552285,1
2023-05-19,121.90947167127383,18.08615148010592,0
2023-05-20,129.01136791759896,18.438596566471027,0
2023-05-21,116.77655275047863,18.335066346920037,1
2023-05-22,97.30182218392677,17.811671633498147,0
2023-05-23,87.9147240188808,18.366585855139743,0
2023-05-24,106.86194799066737,19.830408996958145,0
2023-05-25,97.96216323678395,17.826882446323644,0
2023-05-26,100.88462318306097,18.3790719142826,0
2023-05-27,99.048930653371,19.050023160695556,0
2023-05-28,102.55411826675541,18.956302624755423,0
2023-05-29,119.93962709450467,18.053773134175493,1
2023-05-30,104.39619731037578,16.13798903763411,0
2023-05-31,101.59552226692917,18.458362254918775,0
2023-06-01,94.30101779771056,16.26972059310156,0
2023-06-02,88.90737271128067,19.221549784752984,0
2023-06-03,98.12999086958716,18.181479096954607,0
2023-06-04,109.30292974693072,18.84593921589759,1
2023-06-05,123.58657317880824,17.32481108945516,1
2023-06-06,102.19257185879299,16.804794021359957,0
2023-06-07,108.71692288757555,18.255703507312933,0
2023-06-08,96.5627543879992,18.020517248035087,0
2023-06-09,90.77725540179314,17.654467339074266,0
2023-06-10,92.23322520622033,18.11572902458621,0
2023-06-11,93.84746609830933,20.26224871362581,0
2023-06-12,116.37000411289598,18.716220437895245,0
2023-06-13,92.46207621069551,18.888498884690655,0
2023-06-14,105.43005444860728,18.724349513242682,0
2023-06-15,91.1858389607736,19.233069715081754,0
2023-06-16,105.54719760697826,17.897742661679406,0
2023-06-17,100.85791758340704,16.406290953859767,0
2023-06-18,96.20734042835399,17.899531093595193,0
2023-06-19,96.81501319552876,18.700088567997202,0
2023-06-20,91.58211674536079,17.27515968390794,0
2023-06-21,100.06703540772817,17.910207239608535,0
2023-06-22,92.535463871785,17.49818420559815,0
2023-06-23,86.04629414863236,19.253523401474503,0
2023-06-24,85.30248334384055,18.65176561232525,0
2023-06-25,104.58066689082858,18.573732496515166,1
2023-06-26,107.50591019371738,18.55008105049678,0
2023-06-27,95.82566790493149,18.0233005979583,0
2023-06-28,93.2686229757902,18.211445026022,0
2023-06-29,104.1758746641362,17.105552335574146,1
2023-06-30,104.0084585937452,16.304846416999546,0
2023-07-01,102.98642881545352,18.174364904276022,1
2023-07-02,89.61472209110389,18.313792205017716,0
2023-07-03,101.42316974270535,19.022311654740303,0
2023-07-04,95.67368270315026,19.312268652865892,0
2023-07-05,104.20060327587734,19.311498787999156,0
2023-07-06,93.0516099504594,17.257381125364898,0
2023-07-07,81.46151816156673,17.774287972040185,0
2023-07-08,79.98399140969069,18.440667436705105,0
2023-07-09,111.8092433154161,20.08222374219374,1
2023-07-10,104.06436221721475,19.24107936297113,0
2023-07-11,88.5128623553417,18.952817729598706,0
2023-07-12,86.55836117214176,17.747369635560567,0
2023-07-13,100.99122262342637,17.3513402950759,0
2023-07-14,80.12017674778058,18.68932630670659,0
2023-07-15,89.49676553955746,17.17797098861251,1
2023-07-16,93.48050095290012,17.868050919215758,0
2023-07-17,84.85771540750457,17.967277640798464,0
2023-07-18,87.6557152116793,19.333729671298247,0
2023-07-19,86.07284330781957,17.775942157632258,0
2023-07-20,89.76634000492166,16.108600289141908,0
2023-07-21,98.0127140717932,18.463855718129977,0
2023-07-22,87.16650961072337,17.50138251751686,0
2023-07-23,99.2842640928002,18.095004819550198,1
2023-07-24,77.42434857715648,17.9918362393263,1
2023-07-25,93.13109348047976,17.842536803345784,1
2023-07-26,78.4723523045277,18.694072465427766,0
2023-07-27,75.16737634029856,16.835808097317834,0
2023-07-28,85.59477426517893,17.648788620036512,1
2023-07-29,81.6516367873836,18.609930330493903,0
2023-07-30,91.35908646867894,17.571732179724503,0
2023-07-31,73.13066810460622,16.776254632584024,0
2023-08-01,83.69959779858155,18.598444274605388,0
2023-08-02,79.29680826441586,18.96237570435323,0
2023-08-03,88.26736742478725,18.028203833885595,1
2023-08-04,90.63246163919817,16.495823521224374,0
2023-08-05,86.64011472521838,18.629575797359056,0
2023-08-06,92.76239961133841,16.73718969486425,0
2023-08-07,80.5585092079143,18.312439421478533,0
2023-08-08,75.9617540607849,17.355728940206273,0
2023-08-09,79.47664820045755,17.138128571386428,0
2023-08-10,82.94928233090322,17.712771986336246,0
2023-08-11,82.167330575713,17.919961954858195,0
2023-08-12,71.8288011574018,17.551533399690843,0
2023-08-13,88.98079110884129,18.53816262257212,1
2023-08-14,81.83954935684056,17.71064449723293,0
2023-08-15,99.91432411073104,18.851952697337456,0
2023-08-16,94.55413235251383,18.293038532514785,0
2023-08-17,72.48238099338589,17.510354234722953,0
2023-08-18,76.78239483408736,17.37594809293417,0
2023-08-19,67.15131290357422,16.751002960762047,0
2023-08-20,73.9149036713202,18.301886542293456,0
2023-08-21,80.95150347808256,17.785929962198914,0
2023-08-22,87.864056711295,16.17214357754919,0
2023-08-23,72.17964847071032,17.64162810178448,0
2023-08-24,72.57883137788335,17.349672776596037,0
2023-08-25,60.438030486438464,19.331342073736526,0
2023-08-26,76.12407370922185,16.708877110485354,0
2023-08-27,68.73992367620517,16.918319360212756,0
2023-08-28,72.82240060659322,18.95967571448456,0
2023-08-29,69.86660418628657,19.15741052597117,0
2023-08-30,83.95591841891827,17.476313649019485,1
2023-08-31,62.48172947415041,17.566931341752873,0
2023-09-01,64.64579547587384,18.56588831724265,0
2023-09-02,101.25985052203995,16.21152016244375,1
2023-09-03,65.77537527033704,16.584545052395555,0
2023-09-04,67.15456891977303,17.84921327931943,0
2023-09-05,98.48352241187234,19.314012452903302,1
2023-09-06,98.89342130742958,17.72581592946661,0
2023-09-07,66.15037436751294,18.155449433388124,0
2023-09-08,72.45233582450788,18.982031418051207,0
2023-09-09,78.0116299636622,19.760807786622514,0
2023-09-10,88.99510253448516,17.61412122148135,0
2023-09-11,75.16251644666548,18.06243062101326,1
2023-09-12,80.99255436465472,19.533844177074275,1
2023-09-13,81.07646900825051,16.858740579846856,0
2023-09-14,78.24450866312405,18.898864856443055,0
2023-09-15,71.67139509041328,17.262447574110993,0
2023-09-16,81.5300053125887,18.159377893682525,1
2023-09-17,63.52707787255887,17.88360476207978,0
2023-09-18,80.55224611562146,17.311590719439018,1
2023-09-19,72.263689067281,17.29181845787338,0
2023-09-20,76.19508528410026,18.299731491403005,0
2023-09-21,69.84385120984822,18.875331462530145,0
2023-09-22,78.0133451810845,17.9754110374492,0
2023-09-23,82.3031747379118,18.135590526986572,0
2023-09-24,75.41115334147864,18.536739253032838,0
2023-09-25,84.95391428184534,17.302804981589635,1
2023-09-26,74.54313655860898,18.672154006730338,0
2023-09-27,74.10249710964791,18.736174477647797,0
2023-09-28,68.31919251434938,20.16390103900033,0
2023-09-29,76.61935978168579,17.780416647552332,0
2023-09-30,81.31078159894494,17.7151345586655,1
2023-10-01,90.84201329835001,18.697072697258996,0
2023-10-02,86.69702442507814,18.73748333512971,0
2023-10-03,77.21640238085419,17.65443027729863,0
2023-10-04,76.05054209764819,17.76026985845596,1
2023-10-05,65.28699980102138,18.516004670574436,0
2023-10-06,91.75264416254781,17.42133260741227,1
2023-10-07,76.36861387823352,17.75527280958799,0
2023-10-08,78.15678908925386,18.15567421389475,0
2023-10-09,68.41386791584782,18.881050947857805,1
2023-10-10,81.85085795071839,17.600921107056365,0
2023-10-11,86.13337385783518,16.610992430375465,1
2023-10-12,65.68707818964234,16.55192202598543,0
2023-10-13,70.87667213496823,17.077969546635092,0
2023-10-14,76.84277080473903,17.03526582544005,0
2023-10-15,75.24272528340155,17.96241139310407,0
2023-10-16,80.5813520765414,17.135295877121916,1
2023-10-17,82.19229510237521,17.524496032143038,1
2023-10-18,73.11158529689891,17.46773129201436,0
2023-10-19,76.46080356498162,17.734893711321604,0
2023-10-20,87.13080545804218,19.145603465218496,0
2023-10-21,54.94980472400677,18.617458071544416,0
2023-10-22,73.71807672508461,18.101103532220804,0
2023-10-23,77.16035479452107,17.71967897553533,0
2023-10-24,78.25711824591286,17.742213874701584,0
2023-10-25,73.06025759509699,18.35129717596156,0
2023-10-26,62.13366597646467,18.556735258681833,0
2023-10-27,78.96868761366015,17.36360599511952,0
2023-10-28,98.32618432026861,18.119184604491384,1
2023-10-29,64.40448183147993,16.465004345069577,0
2023-10-30,83.75927391071824,18.259971027336476,0
2023-10-31,74.39896411213199,18.70061939356695,0
2023-11-01,76.72027813877727,17.8671450984953,0
2023-11-02,76.97653274885235,19.544721596912083,1
2023-11-03,74.91800879060243,17.386809242051157,0
2023-11-04,88.1929886449021,18.26605233224261,0
2023-11-05,90.6578294085855,18.063740202667237,1
2023-11-06,100.06396177723127,18.012461866045275,1
2023-11-07,87.83851393167434,18.001542265596203,0
2023-11-08,82.15047166794307,18.178984024007576,0
2023-11-09,92.81256307420679,18.77196699477096,0
2023-11-10,82.60102824849086,19.196088989019795,0
2023-11-11,85.9456088766977,18.092399804396674,0
2023-11-12,77.18631620215108,18.746752857737306,0
2023-11-13,88.33292477294253,17.533386442986572,1
2023-11-14,74.46726895431807,18.707864362180985,0
2023-11-15,88.21379071084057,17.48580678093841,0
2023-11-16,71.12543856944556,18.968227948870506,0
2023-11-17,87.06963619830834,19.86451270191459,0
2023-11-18,79.54873619548538,17.998632889622886,0
2023-11-19,98.71110437107964,16.34256520735407,1
2023-11-20,95.6192595450045,17.658441653404143,1
2023-11-21,96.45257804047478,19.082700107431442,0
2023-11-22,88.01255151130562,18.539961429620195,0
2023-11-23,69.87274298595672,18.296930878940024,0
2023-11-24,82.19983721451187,18.90503468476387,0
2023-11-25,81.6494087200262,18.485962751398738,1
2023-11-26,79.17275579199378,19.07288014996091,0
2023-11-27,95.70579234039141,18.83453894131759,0
2023-11-28,89.01656422382916,19.316660362189566,0
2023-11-29,78.62845314060405,18.386636867125002,0
2023-11-30,76.4169489211658,18.824107521195167,0
2023-12-01,85.09883786596801,17.85449834153137,0
2023-12-02,75.41700780175144,17.619331350752795,0
2023-12-03,80.09620097851159,19.46621411233518,0
2023-12-04,88.28007035435293,18.27406374105815,0
2023-12-05,95.34790945404535,18.745304452689904,0
2023-12-06,91.29957992678689,18.200692011529114,0
2023-12-07,76.42581187896886,17.632787479264028,1
2023-12-08,89.5201740481226,18.111086314065922,0
2023-12-09,87.99300046098847,19.25139521421417,0
2023-12-10,91.06163142516807,18.547092059423537,0
2023-12-11,101.01615500968222,16.734021472215634,0
2023-12-12,71.91863579367978,17.931304434739076,0
2023-12-13,84.03577936462385,19.529635034163768,0
2023-12-14,101.83382608922105,17.933062510520035,1
2023-12-15,76.79759614675626,16.664017046612653,0
2023-12-16,101.60342923374597,19.619139108338036,0
2023-12-17,93.0897869992815,18.650914007850236,0
2023-12-18,97.26421656662824,18.049289712949758,0
2023-12-19,86.2740204477423,17.808465811134344,0
2023-12-20,97.7030195223573,18.971781543833387,0
2023-12-21,100.09323825104744,17.672613279819046,0
2023-12-22,93.76216127746778,19.02510513961279,0
2023-12-23,102.12903072830396,18.540556228579405,1
2023-12-24,94.7721704719885,18.302845540389878,0
2023-12-25,94.0590769840979,18.223811844268475,1
2023-12-26,92.14273660912848,17.96772557062866,0
2023-12-27,92.4605237656322,18.944512096167415,0
2023-12-28,97.10610237878156,17.41602573431853,0
2023-12-29,102.39620063081729,16.81105989853583,0
2023-12-30,86.2882791117178,18.60045209831398,0
2023-12-31,94.11566063432666,18.61419066245372,0
2024-01-01,107.32664438127179,18.493692922009416,0
2024-01-02,97.88556129261616,18.43598269569443,1
2024-01-03,89.61543209413236,17.85366769732996,0
2024-01-04,98.17084287911459,18.74038616350842,0
2024-01-05,103.66613005992896,18.07425349859637,0
2024-01-06,97.3607044192342,17.721309151347857,0
2024-01-07,116.2587186724446,17.86178695019568,1
2024-01-08,104.83851275851926,19.728111759020663,0
2024-01-09,105.07513597738578,16.72391913436365,0
2024-01-10,103.12910842387838,18.51203048343664,0
2024-01-11,117.67208768639823,16.769211657901028,0
2024-01-12,97.76324068593654,18.026213329341623,0
2024-01-13,83.72891166084027,17.76619801187665,0
2024-01-14,112.94246515222044,16.445377362656096,0
2024-01-15,96.79685987246438,18.424930072347014,0
2024-01-16,101.67010945706801,17.809969550246244,0
2024-01-17,111.63056862956631,16.434934925951005,0
2024-01-18,88.68157232914076,18.7862544726194,0
2024-01-19,91.83024678027665,19.262904942391145,0
2024-01-20,97.37516973689645,19.307299473837258,1
2024-01-21,96.17236767167888,18.402665152521177,0
2024-01-22,106.38061529166339,18.152646510861693,0
2024-01-23,115.39299360031563,19.178625296716636,1
2024-01-24,105.74346155950057,19.462306868272076,0
2024-01-25,92.56263271298053,19.0235549623005,0
2024-01-26,85.71304455918516,17.36376991821616,0
2024-01-27,104.95534053413168,18.278375882571936,0
2024-01-28,109.07037856570152,18.469212915433143,1
2024-01-29,108.8410915917899,16.670206424866215,0
2024-01-30,111.10030581208592,18.49368852769662,0
2024-01-31,106.90644245966898,19.936893460783512,0
2024-02-01,112.19448356004892,18.630748932640632,0
2024-02-02,108.25700314023155,19.297830465153403,0
2024-02-03,110.97062107557772,18.265731784102964,0
2024-02-04,101.39632016039333,18.061125340812943,0
2024-02-05,105.89714381517066,18.425017112064783,0
2024-02-06,109.20521424233166,17.467638681612453,0
2024-02-07,114.48876154255463,17.34957985021249,0
2024-02-08,105.06460802450593,19.133943645735492,0
2024-02-09,112.67027301467425,19.219073874293215,0
2024-02-10,106.65693568248051,17.32861494753012,0
2024-02-11,108.12225388207459,18.896199043643094,0
2024-02-12,115.97384470103816,18.052532019515183,0
2024-02-13,93.66438940822566,18.394246859592343,0
2024-02-14,99.50427671987525,18.490874911548048,0
2024-02-15,98.28168336149038,18.918480374499456,0
2024-02-16,91.72920348684906,18.189474561490552,0
2024-02-17,105.22676524467683,19.25172959624155,0
2024-02-18,116.89881165710163,18.371430271807938,0
2024-02-19,108.8703692228705,18.623547417975626,0
2024-02-20,112.97343682510605,17.457889926770203,0
2024-02-21,120.3420365113651,19.85172720856387,0
2024-02-22,122.48240607955704,18.500959938563973,0
2024-02-23,111.53580965732644,18.69579794027608,0
2024-02-24,123.14090888004868,16.839151351030765,0
2024-02-25,113.26779444762009,17.46783838153672,0
2024-02-26,106.04534527542857,19.116606950334983,0
2024-02-27,108.19820970972629,18.356112894634084,0
2024-02-28,101.31307601216942,16.595876212136858,0
2024-02-29,106.25127100068134,18.957831943187053,0
2024-03-01,110.68614566092063,17.692473756517824,0
2024-03-02,128.16780724962075,19.25685358870137,1
2024-03-03,127.68899275221273,18.05783145711704,0
2024-03-04,103.04389807585095,18.29216534881642,0
2024-03-05,125.41724667527032,19.071863662873316,1
2024-03-06,114.11826587978459,17.41100562331627,1
2024-03-07,118.40285296375833,17.33502255373285,0
2024-03-08,121.71386655820487,17.972401263681515,1
2024-03-09,108.26717914755245,18.791638239696976,1
2024-03-10,122.4872096041318,17.065498197909207,0
2024-03-11,110.36173887398866,16.796072320088726,0
2024-03-12,111.06591925184946,18.789776741635034,0
2024-03-13,106.90890845822534,17.6487173499464,0
2024-03-14,110.35686411240262,17.817619189663773,0
2024-03-15,119.13282005739744,16.646251678447864,0
2024-03-16,114.30864094995476,17.588816548518416,0
2024-03-17,118.55909477135694,18.12624616269508,0
2024-03-18,118.92665326846088,18.876902286098314,0
2024-03-19,126.69230234767373,17.51591586701229,0
2024-03-20,113.4746776231981,19.459100896185994,0
2024-03-21,104.48626687066633,17.58585518065616,0
2024-03-22,124.91725566761771,17.58732655873186,0
2024-03-23,113.80008347110169,19.363986041518242,0
2024-03-24,133.43538945836607,18.303568121891132,1
2024-03-25,127.64646109381842,17.693080216790737,1
2024-03-26,123.58525789625227,18.010893495055527,1
2024-03-27,119.47358707531393,19.217758862033648,0
2024-03-28,132.3345999431735,19.308562255700547,0
2024-03-29,133.37955265554132,17.482465456583796,0
2024-03-30,117.3500493058559,18.102252951936713,0
2024-03-31,126.10189478613442,18.20862546213406,1
2024-04-01,125.44973605445489,17.347807911586724,0
2024-04-02,110.08804491095599,18.092551957880005,0
2024-04-03,119.5254885946932,18.14165828836136,0
2024-04-04,116.65569152806982,19.049867583149386,0
2024-04-05,119.36960890896827,19.103940022648963,0
2024-04-06,110.18122758748817,17.874932481312793,0
2024-04-07,112.11556627554221,17.96743748491135,1
2024-04-08,100.22626949741795,18.670333841644506,0
2024-04-09,107.84320837595223,17.67104924085839,0
2024-04-10,113.07914952513214,18.610412121389924,0
2024-04-11,114.3634303060865,18.06947481010463,0
2024-04-12,132.1613803390358,17.364581137809104,0
2024-04-13,125.46022079216817,17.374930629696284,0
2024-04-14,108.85848208191435,19.29834695682488,0
2024-04-15,127.27403155218889,18.01586281668536,1
2024-04-16,113.16712976967868,19.45358327511865,0
2024-04-17,114.07450026696222,17.730690991428073,0
2024-04-18,117.75196153506899,18.374864160905194,0
2024-04-19,121.13698886841205,20.056341378414594,0
2024-04-20,113.37816372917132,17.296590604269376,0
2024-04-21,132.50603512968328,16.62454840008018,1
2024-04-22,106.7571211167694,19.172372105029787,0
2024-04-23,115.83519111965774,17.48195271568554,0
2024-04-24,136.45220425662853,18.12713490871501,0
2024-04-25,117.3363104621901,17.67526543163873,0
2024-04-26,126.89280865473371,18.358830224764255,0
2024-04-27,116.02927747187935,17.384171034251406,0
2024-04-28,119.80800257733657,18.000947929693353,0
2024-04-29,114.56688089744834,18.505052261245226,0
2024-04-30,113.51198343015709,17.33885289098059,0
2024-05-01,108.48826720038308,17.58573277628329,0
2024-05-02,118.01025343265866,17.868193733121174,0
2024-05-03,115.59414588151039,17.003347652618977,1
2024-05-04,119.5646630375687,17.808651213761003,0
2024-05-05,122.75080562394001,18.24203723192232,0
2024-05-06,116.82433523237604,17.82766084672926,0
2024-05-07,111.4207711604728,17.930498805654622,0
2024-05-08,117.15632356088845,18.131978663274733,0
2024-05-09,110.86427283128101,17.62360523005415,0
2024-05-10,120.62237410529548,18.7013500526935,0
2024-05-11,98.28643215361984,19.297582499841422,0
2024-05-12,110.04791331086169,17.777595686243643,0
2024-05-13,96.59684058964818,18.537558585182165,0
2024-05-14,100.34895357515428,17.95800627565228,0
2024-05-15,123.00204892024105,18.442389876030802,0
2024-05-16,127.03001812929274,19.402923624962604,1
2024-05-17,105.88583033586522,18.55752763441448,0
2024-05-18,99.39059688941238,16.732168368952255,0
2024-05-19,95.45923748680711,18.514396505157567,1
2024-05-20,106.58831322080961,19.137790994647204,0
2024-05-21,130.0564472421609,17.97452306400152,0
2024-05-22,121.92516843644046,18.948607844894266,1
2024-05-23,105.7186780035208,17.600307567078442,0
2024-05-24,113.66133367526902,16.96426867238218,0
2024-05-25,97.1948144405429,18.26593521506611,0
2024-05-26,107.04211814426839,16.74811862340295,0
2024-05-27,109.95126514221242,17.96178318968513,0
2024-05-28,108.19798003363513,19.183373810116404,0
2024-05-29,114.94125774433365,16.626389675402976,0
2024-05-30,111.09676277312708,17.13090256326888,0
2024-05-31,113.40785596518106,17.32917420387074,0
2024-06-01,102.27285801106943,18.10444411223123,0
2024-06-02,122.6779774094582,17.862826571483033,1
2024-06-03,120.23968573446919,19.27500910535687,0
2024-06-04,99.1569377129579,18.919478663273356,0
2024-06-05,99.52381044129343,18.55251835685488,0
2024-06-06,117.01628148995296,18.273104251475107,0
2024-06-07,104.50136728275194,18.471483821587864,0
2024-06-08,124.9623766696618,17.4676141157493,1
2024-06-09,101.88887360894184,18.843268282845287,0
2024-06-10,116.76463922476103,17.26816459651264,0
2024-06-11,105.86913278785828,18.826401595121787,0
2024-06-12,106.57400023107218,19.107314001695066,0
2024-06-13,116.71488499207578,18.32739168167047,0
2024-06-14,100.99009256591644,18.01802955283042,0
2024-06-15,96.04063673658466,18.47954792664774,0
2024-06-16,99.66479619033333,15.870385303919463,0
2024-06-17,106.55411521476385,18.40170657478837,0
2024-06-18,98.09004082716814,18.069516801728152,1
2024-06-19,115.39518553000488,18.119997509554405,1
2024-06-20,97.6632872549296,18.72602601031826,0
2024-06-21,110.83283300037976,18.10128486274822,0
2024-06-22,82.17205781956656,17.249234514679074,0
2024-06-23,102.70845773756412,18.0485778633397,1
2024-06-24,87.1832183391788,18.21604438726466,0
2024-06-25,93.73834441152226,18.254247129264808,0
2024-06-26,102.00206220521555,18.292135493828056,0
2024-06-27,98.25891658107122,18.994395235934842,0
2024-06-28,97.33724499573175,17.294372357572684,0
2024-06-29,105.76196568905013,18.30406036493188,1
2024-06-30,100.3334747295022,19.19574375889459,0
2024-07-01,90.3088516022289,16.776410802450243,0
2024-07-02,111.70265718941866,18.308117344624044,1
2024-07-03,103.01995895854124,17.696397198421565,0
2024-07-04,100.4698588411582,17.868431692421517,0
2024-07-05,101.51300199469425,17.44145399742846,0
2024-07-06,99.10361442180003,18.029959427439646,0
2024-07-07,112.68485142550459,19.638904491541524,0
2024-07-08,95.38006648914605,17.15465571105823,0
2024-07-09,93.29337070427175,17.230811998016936,0
2024-07-10,89.39579541874348,17.125252343869196,0
2024-07-11,86.84075837660698,19.549034629302483,0
2024-07-12,84.81889398468017,17.79752823558297,0
